name,description,category,value,type,state,max_attempts,flags,tags,type_data,hints
Bonus Payload,"Use the bonus payload <code>&lt;iframe width=&quot;100%&quot; height=&quot;166&quot; scrolling=&quot;no&quot; frameborder=&quot;no&quot; allow=&quot;autoplay&quot; src=&quot;https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/771984076&amp;color=%23ff5500&amp;auto_play=true&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;show_teaser=true&quot;&gt;&lt;/iframe&gt;</code> in the <i>DOM XSS</i> challenge. (Difficulty Level: 1)",XSS,100,standard,visible,0,a81183bb5eaf30e6f5ae3c14acb572976072f4c9,"Shenanigans,Tutorial,With Coding Challenge",,"[{""content"":""First٬ solve the \""\""Perform a DOM XSS attack\""\"" challenge."",""cost"":0},{""content"":""Now it is just a question of copying and pasting the payload into the same vulnerable field."",""cost"":0},{""content"":""Crank up the volume of your computer before submitting the payload! 🔊"",""cost"":0}]"
Reset Uvogin's Password,"Reset Uvogin's password via the <a href=""/#/forgot-password"">Forgot Password</a> mechanism with <i>the original answer</i> to his security question. (Difficulty Level: 4)",Sensitive Data Exposure,700,standard,visible,0,76759927fb4e587ad58ca8eb14e0034e55c4c6d3,"OSINT,With Coding Challenge",,"[{""content"":""You might have to do some OSINT on his social media personas to find out his honest answer to the security question."",""cost"":0},{""content"":""People often reuse aliases online. You might be able to find something by looking online for Uvogin’s name or slight variations of it based on his unique writing habits."",""cost"":0},{""content"":""You might be able to find some existing OSINT tools to help you in this investigation."",""cost"":0}]"
Meta Geo Stalking,"Determine the answer to John's security question by looking at an upload of him to the Photo Wall and use it to reset his password via the <a href=""/#/forgot-password"">Forgot Password</a> mechanism. (Difficulty Level: 2)",Sensitive Data Exposure,250,standard,visible,0,1bf405de0c6cffac953daa8c8d0ae7a72072b3eb,"OSINT",,"[{""content"":""Take a look at the meta data of the corresponding photo."",""cost"":0},{""content"":""Make use of tools that can inspect the metadata of images."",""cost"":0},{""content"":""Use this information to answer the security question of the John٬ who enjoys hiking in the park."",""cost"":0}]"
Visual Geo Stalking,"Determine the answer to Emma's security question by looking at an upload of her to the Photo Wall and use it to reset her password via the <a href=""/#/forgot-password"">Forgot Password</a> mechanism. (Difficulty Level: 2)",Sensitive Data Exposure,250,standard,visible,0,974658d2522a1de540e85d925dadcfc1891ccbea,"OSINT",,"[{""content"":""Take a look at the details in the photo to determine the location of where it was taken."",""cost"":0}]"
Kill Chatbot,"Permanently disable the support chatbot so that it can no longer answer customer queries. (Difficulty Level: 5)",Vulnerable Components,1000,standard,visible,0,2d55d113bdd3535ed2b7170fc2ff43a5ff324b84,"Code Analysis",,"[{""content"":""Think of a way to get a hold of the internal workings on the chatbot API."",""cost"":0},{""content"":""In order to disable the chatbot for all users٬ you must first get an understanding of how it works under the hood."",""cost"":0},{""content"":""The chatbot sure offers a lot of functionality. Could it be that juice-shop relies on a third party٬ possibly open source library for this?"",""cost"":0},{""content"":""Maybe you can try to gather clues from around juice shop and then go dumpster dive the internet to get a hold of the bot’s source."",""cost"":0}]"
Poison Null Byte,"Bypass a security control with a <a href=""https://hakipedia.com/index.php/Poison_Null_Byte"">Poison Null Byte</a> to access a file not meant for your eyes. (Difficulty Level: 4)",Improper Input Validation,700,standard,visible,0,cfdeea14e8f01b4952722fd0e4a77f1928593c9a,"Prerequisite",,"[{""content"":""Analyze and tamper with links in the application until you get to an unprotected directory listing."",""cost"":0},{""content"":""Some files in there are not directly accessible because a security mechanism prevents access."",""cost"":0},{""content"":""The Poison Null Byte can trick the security mechanism into thinking that the file you want has a valid file type."",""cost"":0},{""content"":""Depending on the files you try to retrieve you will probably solve \""\""Access a developer’s forgotten backup file\""\""٬ \""\""Access a salesman’s forgotten backup file\""\""٬ \""\""Access a misplaced SIEM signature file٬ or \""\""Find the hidden easter egg\""\"" along the way."",""cost"":0}]"
Bully Chatbot,"Receive a coupon code from the support chatbot. (Difficulty Level: 1)",Miscellaneous,100,standard,visible,0,9dd704b4c48bd310dd3187971a344c179213562d,"Shenanigans,Brute Force",,"[{""content"":""The bot is reluctant to give you a coupon as it’s coming up with various excuses for not giving you one."",""cost"":0},{""content"":""Asking over and over again like a little kid might actually help you succeed in this case."",""cost"":0},{""content"":""No seriously٬ just keep asking."",""cost"":0}]"
Local File Read,"Gain read access to an arbitrary local file on the web server. (Difficulty Level: 5)",Vulnerable Components,1000,standard,visible,0,6cbafed57d94b84630427bb24ab80b31efc578f5,"OSINT,Danger Zone",,"[{""content"":""You should read up on vulnerabilities in popular NodeJs template engines."",""cost"":0},{""content"":""You should read up on Local File Read (LFR) vulnerabilities in popular NodeJS template engines."",""cost"":0},{""content"":""Look for an easily forgettable endpoint in Juice Shop to test out the LFR attack."",""cost"":0},{""content"":""500 Internal Server Error is always an interesting status code."",""cost"":0},{""content"":""Fuzzing can also help with this challenge."",""cost"":0}]"
Mass Dispel,"Close multiple ""Challenge solved""-notifications in one go. (Difficulty Level: 1)",Miscellaneous,100,standard,visible,0,e6622ce9a67640b96851c2b1553ceb6690dd26a4,,,"[{""content"":""Either check the official documentation or inspect a notification UI element directly."",""cost"":0},{""content"":""This challenge is most easily solvable immediately after a server restart."",""cost"":0},{""content"":""Alternatively you can also inspect any \""\""Challenge solved\""\""-notification in your browser to understand its convenience feature."",""cost"":0}]"
Security Advisory,"The Juice Shop is susceptible to a known vulnerability in a library, for which an advisory has already been issued, marking the Juice Shop as <i>known affected</i>. A fix is still pending. <a href=""/#/contact"">Inform the shop</a> about a suitable checksum as proof that you did your due diligence. (Difficulty Level: 3)",Miscellaneous,450,standard,visible,0,c8ac6cef4d859387ee20ef7988807661776b040d,,,"[{""content"":""Security Advisories are often listed in the security.txt"",""cost"":0}]"
Exposed credentials,"A developer was careless with hardcoding unused, but still valid credentials for a testing account on the client-side. (Difficulty Level: 2)",Sensitive Data Exposure,250,standard,visible,0,47fd4a6bcdb74153ab7aee9416c80249755fd8cb,,,"[{""content"":""Have a look at the client-side code in the dev console."",""cost"":0}]"
Leaked API Key,"<a href=""/#/contact"">Inform the shop</a> about a leaked API key. (Mention the exact key in your comment) (Difficulty Level: 5)",Sensitive Data Exposure,1000,standard,visible,0,f041b0c35d271cb6759f6160f84719d88d7afc34,,,"[{""content"":""The API call is part of a scheduled process \""\""behind the scenes\""\""٬ i.e. completely unrelated to the web application."",""cost"":0},{""content"":""Check the Juice Shop’s social media channels for regularly scheduled content being posted٬ possibly even indicating that it was automatically created."",""cost"":0},{""content"":""Find out which part of the content might come from the response of an API call."",""cost"":0},{""content"":""Find the place where the API call happens — as stated above٬ it is not in the web application — and then look for the API key itself."",""cost"":0}]"
